경매시간,품목(품종),규격(전체),경락가,거래량
0,감귤(기타감귤),1kg,3500,1
0,감귤(기타감귤),1kg,3000,64
0,감귤(기타감귤),1kg,2700,51
0,감귤(기타감귤),1kg,2600,22
0,감귤(기타감귤),1kg,2000,8
0,감귤(기타감귤),1kg,1400,38
0,감귤(기타감귤),1kg,1400,13
0,감귤(기타감귤),1kg,1400,22
0,감귤(기타감귤),1kg,1400,25
0,감귤(기타감귤),1kg,1400,11
0,감귤(기타감귤),1kg,1400,4
0,감귤(기타감귤),1kg,1400,38
0,감귤(기타감귤),1kg,1400,13
0,감귤(기타감귤),1kg,1400,23
0,감귤(기타감귤),1kg,1400,27
0,감귤(기타감귤),1kg,1400,9
0,감귤(기타감귤),1kg,1400,4
0,감귤(기타감귤),1kg,1500,26
0,감귤(기타감귤),1kg,1900,27
0,감귤(기타감귤),1kg,2300,60
0,감귤(기타감귤),1kg,2500,89
0,감귤(기타감귤),1kg,2500,24
0,감귤(기타감귤),1kg,2100,6
0,감귤(기타감귤),1kg,1600,55
0,감귤(기타감귤),1kg,2000,31
0,감귤(조생귤),1kg,800,34
0,감귤(조생귤),1kg,1400,134
0,감귤(조생귤),1kg,1500,65
0,감귤(조생귤),1kg,1800,32
0,감귤(조생귤),1kg,2000,39
0,감귤(조생귤),1kg,2200,26
0,감귤(조생귤),1kg,2000,4
0,감귤(조생귤),1kg,1500,27
0,감귤(조생귤),1kg,1800,22
0,감귤(조생귤),1kg,2100,47
0,감귤(조생귤),1kg,2300,70
0,감귤(조생귤),1kg,2100,23
0,감귤(조생귤),1kg,2000,5
0,감귤(황금향),1kg,4333,23
0,감귤(황금향),1kg,4333,50
0,감귤(황금향),1kg,4333,12
0,감귤(황금향),1kg,4333,10
0,감귤(황금향),1kg,4333,10
0,감귤(황금향),1kg,4333,2
0,감귤(황금향),1kg,4333,1
12/16 09:37:30,감귤(조생귤),1kg,3700,30
12/16 09:04:52,감귤(조생귤),1kg,3500,9
12/16 09:04:52,감귤(조생귤),1kg,3500,11
12/16 09:04:52,감귤(조생귤),1kg,1100,11
12/16 09:04:52,감귤(조생귤),1kg,2000,8
12/16 09:04:52,감귤(조생귤),1kg,2900,12
12/16 09:04:52,감귤(조생귤),1kg,3500,4
12/16 09:04:52,감귤(조생귤),1kg,2700,5
12/16 09:04:52,감귤(조생귤),1kg,3600,32
12/16 09:03:12,감귤(조생귤),1kg,2000,6
12/16 09:03:12,감귤(조생귤),1kg,2500,13
12/16 09:03:12,감귤(황금향),1kg,6166,6
12/16 09:03:12,감귤(황금향),1kg,5333,9
12/16 09:01:32,감귤(조생귤),1kg,5100,7
12/16 09:01:32,감귤(조생귤),1kg,2100,6
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,2100,8
12/16 08:58:12,감귤(조생귤),1kg,2700,11
12/16 08:58:12,감귤(조생귤),1kg,2600,10
12/16 08:58:12,감귤(조생귤),1kg,2700,11
12/16 08:58:12,감귤(조생귤),1kg,2000,13
12/16 08:58:12,감귤(조생귤),1kg,2000,13
12/16 08:58:12,감귤(조생귤),1kg,2700,11
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,2100,8
12/16 08:58:12,감귤(조생귤),1kg,2700,11
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,1600,7
12/16 08:58:12,감귤(조생귤),1kg,2600,10
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,2700,8
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,2600,3
12/16 08:58:12,감귤(조생귤),1kg,2700,10
12/16 08:58:12,감귤(조생귤),1kg,1600,13
12/16 08:56:32,감귤(조생귤),1kg,2900,13
12/16 08:56:32,감귤(조생귤),1kg,2700,44
12/16 08:56:32,감귤(조생귤),1kg,1500,5
12/16 08:56:32,감귤(조생귤),1kg,2500,10
12/16 08:56:32,감귤(조생귤),1kg,1200,10
12/16 08:56:32,감귤(조생귤),1kg,1200,10
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,2000,6
12/16 08:56:32,감귤(조생귤),1kg,2100,13
12/16 08:56:32,감귤(조생귤),1kg,1200,8
12/16 08:56:32,감귤(조생귤),1kg,1500,7
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,1700,6
12/16 08:56:32,감귤(조생귤),1kg,1500,5
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,2700,13
12/16 08:56:32,감귤(조생귤),1kg,2500,10
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,2100,8
12/16 08:56:32,감귤(조생귤),1kg,1500,7
12/16 08:56:32,감귤(조생귤),1kg,1200,1
12/16 08:56:32,감귤(조생귤),1kg,1500,12
12/16 08:56:32,감귤(조생귤),1kg,1600,8
12/16 08:56:32,감귤(조생귤),1kg,1500,5
12/16 08:56:32,감귤(조생귤),1kg,2200,13
12/16 08:56:32,감귤(조생귤),1kg,2500,10
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,1500,5
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,1500,7
12/16 08:56:32,감귤(조생귤),1kg,1500,7
12/16 08:56:32,감귤(조생귤),1kg,1500,7
12/16 08:56:32,감귤(조생귤),1kg,1500,7
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,2000,10
12/16 08:56:32,감귤(조생귤),1kg,2500,9
12/16 08:56:32,감귤(조생귤),1kg,1500,5
12/16 08:56:32,감귤(조생귤),1kg,2500,17
12/16 08:56:32,감귤(조생귤),1kg,2500,10
12/16 08:56:32,감귤(조생귤),1kg,2500,10
12/16 08:56:32,감귤(조생귤),1kg,2000,3
12/16 08:56:32,감귤(조생귤),1kg,1500,5
12/16 08:56:32,감귤(조생귤),1kg,1200,1
12/16 08:56:32,감귤(조생귤),1kg,2500,10
12/16 08:54:52,감귤(조생귤),1kg,2700,10
12/16 08:54:52,감귤(조생귤),1kg,1900,10
12/16 08:54:52,감귤(조생귤),1kg,1900,10
12/16 08:54:52,감귤(조생귤),1kg,3100,10
12/16 08:54:52,감귤(조생귤),1kg,1900,10
12/16 08:54:52,감귤(조생귤),1kg,2700,10
12/16 08:54:52,감귤(조생귤),1kg,2000,8
12/16 08:54:52,감귤(조생귤),1kg,1400,10
12/16 08:54:52,감귤(조생귤),1kg,1300,10
12/16 08:54:52,감귤(조생귤),1kg,1300,4
12/16 08:54:52,감귤(조생귤),1kg,3100,10
12/16 08:54:52,감귤(조생귤),1kg,3100,10
12/16 08:54:52,감귤(조생귤),1kg,2700,4
12/16 08:54:52,감귤(조생귤),1kg,1300,10
12/16 08:54:52,감귤(조생귤),1kg,1000,1
12/16 08:54:52,감귤(조생귤),1kg,1400,6
12/16 08:54:52,감귤(조생귤),1kg,1300,10
12/16 08:54:52,감귤(조생귤),1kg,1400,10
12/16 08:54:52,감귤(조생귤),1kg,2700,14
12/16 08:54:52,감귤(조생귤),1kg,2700,10
12/16 08:54:52,감귤(조생귤),1kg,2000,2
12/16 08:54:52,감귤(조생귤),1kg,1400,10
12/16 08:54:52,감귤(조생귤),1kg,1400,10
12/16 08:54:52,감귤(조생귤),1kg,1900,1
12/16 08:54:52,감귤(조생귤),1kg,1300,10
12/16 08:54:52,감귤(조생귤),1kg,1900,10
12/16 08:54:52,감귤(조생귤),1kg,3100,10
12/16 08:54:52,감귤(조생귤),1kg,1900,10
12/16 08:54:52,감귤(조생귤),1kg,2000,8
12/16 08:54:52,감귤(조생귤),1kg,2700,10
12/16 08:54:52,감귤(조생귤),1kg,1400,10
12/16 08:54:52,감귤(조생귤),1kg,2000,8
12/16 08:54:52,감귤(조생귤),1kg,2700,10
12/16 08:54:52,감귤(조생귤),1kg,1300,10
12/16 08:54:52,감귤(조생귤),1kg,3100,10
12/16 08:54:52,감귤(조생귤),1kg,3100,1
12/16 08:54:52,감귤(조생귤),1kg,1400,9
12/16 08:53:12,감귤(조생귤),1kg,2000,2
12/16 08:53:12,감귤(조생귤),1kg,2900,5
12/16 08:53:12,감귤(조생귤),1kg,2900,10
12/16 08:53:12,감귤(조생귤),1kg,2900,10
12/16 08:53:12,감귤(조생귤),1kg,3100,13
12/16 08:53:12,감귤(조생귤),1kg,2900,13
12/16 08:53:12,감귤(조생귤),1kg,2300,4
12/16 08:53:12,감귤(조생귤),1kg,2900,5
12/16 08:53:12,감귤(조생귤),1kg,2900,9
12/16 08:53:12,감귤(조생귤),1kg,2300,12
12/16 08:53:12,감귤(조생귤),1kg,2900,10
12/16 08:53:12,감귤(조생귤),1kg,2700,14
12/16 08:53:12,감귤(조생귤),1kg,2900,10
12/16 08:53:12,감귤(조생귤),1kg,2900,10
12/16 08:53:12,감귤(조생귤),1kg,2900,10
12/16 08:51:32,감귤(조생귤),1kg,2100,10
12/16 08:51:32,감귤(조생귤),1kg,1900,8
12/16 08:51:32,감귤(조생귤),1kg,2500,10
12/16 08:51:32,감귤(조생귤),1kg,2500,10
12/16 08:51:32,감귤(조생귤),1kg,2000,7
12/16 08:51:32,감귤(조생귤),1kg,2900,13
12/16 08:51:32,감귤(조생귤),1kg,2300,4
12/16 08:51:32,감귤(조생귤),1kg,1500,7
12/16 08:51:32,감귤(조생귤),1kg,2000,7
12/16 08:51:32,감귤(조생귤),1kg,2200,10
12/16 08:51:32,감귤(조생귤),1kg,2200,10
12/16 08:51:32,감귤(조생귤),1kg,2200,8
12/16 08:51:32,감귤(조생귤),1kg,2000,7
12/16 08:51:32,감귤(조생귤),1kg,2200,10
12/16 08:51:32,감귤(조생귤),1kg,1700,1
12/16 08:51:32,감귤(조생귤),1kg,2500,10
12/16 08:51:32,감귤(조생귤),1kg,2000,7
12/16 08:51:32,감귤(조생귤),1kg,1700,10
12/16 08:51:32,감귤(조생귤),1kg,1700,10
12/16 08:51:32,감귤(조생귤),1kg,1700,6
12/16 08:51:32,감귤(조생귤),1kg,2200,10
12/16 08:51:32,감귤(조생귤),1kg,1500,7
12/16 08:51:32,감귤(조생귤),1kg,2100,10
12/16 08:51:32,감귤(조생귤),1kg,2000,7
12/16 08:51:32,감귤(조생귤),1kg,1700,19
12/16 08:51:32,감귤(조생귤),1kg,2100,10
12/16 08:51:32,감귤(조생귤),1kg,1700,10
12/16 08:51:32,감귤(조생귤),1kg,2500,10
12/16 08:51:32,감귤(조생귤),1kg,1500,7
12/16 08:51:32,감귤(조생귤),1kg,1700,10
12/16 08:51:32,감귤(조생귤),1kg,2500,2
12/16 08:51:32,감귤(조생귤),1kg,2000,7
12/16 08:51:32,감귤(조생귤),1kg,2300,23
12/16 08:51:32,감귤(조생귤),1kg,2000,7
12/16 08:51:32,감귤(조생귤),1kg,2500,10
12/16 08:51:32,감귤(조생귤),1kg,1700,10
12/16 08:51:10,감귤(조생귤),1kg,1600,3
12/16 08:51:06,감귤(조생귤),1kg,2200,28
12/16 08:51:01,감귤(조생귤),1kg,1400,18
12/16 08:51:01,감귤(조생귤),1kg,1400,2
12/16 08:50:58,감귤(조생귤),1kg,2000,28
12/16 08:50:55,감귤(조생귤),1kg,2200,45
12/16 08:50:49,감귤(조생귤),1kg,2500,58
12/16 08:50:39,감귤(조생귤),1kg,1600,5
12/16 08:50:32,감귤(조생귤),1kg,2700,40
12/16 08:50:26,감귤(조생귤),1kg,1800,1
12/16 08:50:26,감귤(조생귤),1kg,1800,16
12/16 08:50:21,감귤(조생귤),1kg,2300,28
12/16 08:50:09,감귤(조생귤),1kg,2800,49
12/16 08:50:06,감귤(조생귤),1kg,3100,74
12/16 08:49:57,감귤(조생귤),1kg,1400,1
12/16 08:49:52,감귤(조생귤),1kg,2600,12
12/16 08:49:52,감귤(조생귤),1kg,4300,10
12/16 08:49:52,감귤(조생귤),1kg,4300,10
